ID,name,dates,сondition,overall rating,reviews
119,B009SZXM4E,2024-01-02,Product defective - Amazon won't replace or refund,1.0,"I have been taking this Nature's Bounty Biotin supplement for over 10 years and haven't had any issues with purchasing it through Amazon. This most recent purchase in late December 2023 is not the same product that I have been using. I opened the bottle and there is a foul smell to the gel caps and they are discolored. The expiration date is in 2026, so this must be a bad batch or has not been stored properly. Amazon has denied returning or replacing these and suggested I contact Nature's Bounty directly. I did that. Since these were fulfilled by Amazon Services, Nature's Bounty will not replace them either. It seems I am stuck with a bad product that I cannot use. I will no longer purchase this brand anywhere ."
120,B009SZXM4E,2023-12-31,Vitamin,5.0,It work
121,B009SZXM4E,2023-12-31,Came intact and on time.,5.0,Came intact and on time.
122,B009SZXM4E,2023-12-31,Very friendly,5.0,Very friendly
123,B009SZXM4E,2023-12-30,Expired,1.0,"I received a bottle that expired 3/2023, it’s 12/23"
124,B009SZXM4E,2023-12-26,My favorite biotin,5.0,This manufacturer is wonderful. I’ve been using this product for about four years maybe five it’s very easy to take. It’s effective. It works well I take it at night and I love it.
125,B009SZXM4E,2023-12-26,This biotin is amazing.,5.0,My hair is growing more than it ever has on any other form of biotin. They are gel like caps that are easy to swallow. Really really great.
126,B009SZXM4E,2023-12-24,Good product,5.0,Hair started growing a little faster
127,B009SZXM4E,2023-12-24,Product,5.0,Great vitamin
128,B009SZXM4E,2023-12-21,Melted,1.0,Upon delivery it was melted in the bottle
129,B009SZXM4E,2023-12-21,Vitamins,4.0,A solid product for the money.
130,B009SZXM4E,2023-12-16,Good,5.0,Works
131,B009SZXM4E,2023-12-15,Love this,5.0,I love this product! It makes my nails strong!
132,B009SZXM4E,2023-12-12,Beware - this item is low quality,1.0,All the pills were jelled together into one large ball making it nearly impossible to use.
133,B009SZXM4E,2023-12-12,sad raised price over $5.00 not worth it,1.0,works great price is way to high store is getting greedy you can buy much cheaper from other stores and different brand
134,B009SZXM4E,2023-12-11,price,4.0,good product great price
135,B009SZXM4E,2023-12-10,Not sure yet,3.0,I started taking Biotin to help my nails. I haven't seen much improvement yet. I will take it a little longer and see if my nails improve at all.
136,B009SZXM4E,2023-12-09,Small pill,5.0,Product is great my hair and nails never looked better
137,B009SZXM4E,2023-12-09,great purchase,5.0,great purchase
138,B009SZXM4E,2023-12-09,La vitamina de la belleza,5.0,Un suplemento que no puede falta. Constancia y excelentes resultados en la piel y cabello
139,B009SZXM4E,2023-12-09,Hair growth ✨️,5.0,No complaints
140,B009SZXM4E,2023-12-08,must have,5.0,good product
141,B009SZXM4E,2023-12-07,Change in appearance.,5.0,I too noticed the change in appearance. Maybe corporate can answer this for us. I have been taking them without an issue so far.
142,B009SZXM4E,2023-12-07,One month apart photo hair update,5.0,"I started taking these in July after I chopped my hair off just past my shoulders, one a day but if I forgot then I’d take 2 or 3 a day sometimes. Decent pill size to swallow and didn’t really taste like anything. I finished my bottle in early November and am taking other biotin pills by Spring Valley just to switch it up. My hair appears thicker and seems to be grow within those 4 months, maybe very slowly. My nails are also strong too and grow pretty fast they dont bend or break as easy. Didn’t notice any difference in my skin though.
Side note: I get a trim once every 8-10 weeks because I use a lot of heat on my hair and get split dead ends, I’m in need of another soon 😅"
143,B009SZXM4E,2023-12-03,I found this supplement rather useless,1.0,"Biotin didn’t do anything to me
No evidence of any worth to bother keep using"
144,B009SZXM4E,2023-12-03,❤️,5.0,My nails and hair are out of control! Made a world of difference.
145,B009SZXM4E,2023-12-02,Great,5.0,Awsome
146,B009SZXM4E,2023-12-01,Not dissolve,5.0,"Does not work on me. Does not dissolve, passes through my body whole."
147,B009SZXM4E,2023-11-30,The color changed,5.0,They are now pale yellow instead of white. Is this normal. Did natures bounty change the color?
148,B009SZXM4E,2023-11-29,Amazing,5.0,"After taking the biotin caplets for a month, there was nothing left of my damaged nails, no cracks at all."
149,B009SZXM4E,2023-11-28,Came in secure bottle.,5.0,I’m using this product to help with my nails.
150,B009SZXM4E,2023-11-28,took for 4 months,1.0,"my fingernails are as brittle as they were, not sure if my hair is still breaking off since I started using bond builders and collagen. Wish Amazon hadn’t done away with the comment section since I’d love to know if there’s anything I haven’t tried that will make my nails as strong as they used to be, miss having rock hard nails, growing old sucks!"
151,B009SZXM4E,2023-11-27,Biotin,5.0,It works
152,B009SZXM4E,2023-11-25,"Bought twice, great as always",5.0,"I take these daily and it definitely improves hair growth and nail strength. I have been using them for about a full year now, and have only bought 2 bottles total. Great quality, and definitely good for the price."
153,B009SZXM4E,2023-11-25,Se siente bien,5.0,Es para mejorar uñas y cabello
154,B009SZXM4E,2023-11-20,Worst nasty smelling product ever,1.0,"I have been purchasing Biotin from Natures Bounty for almost 3 years now, but the last shipment I received with the new off white colored soft gels have the absolute worst smell I have ever been across. It literally makes me want to vomit to even open the bottle. I cannot and will not try to take one of these. I contacted support from Natures Bounty, and they said that was not unusual for the product, and they just said let it air out a little. Well, let me tell you, it is no where even close to usual. I would stay away from this brand if I were you."
155,B009SZXM4E,2023-11-20,Excelente inversión,5.0,"Aún las estoy tomando, espero ver resultados pronto."
156,B009SZXM4E,2023-11-19,Arrived in poor condition,1.0,All the gel caps were melted together. One big clump...
157,B009SZXM4E,2023-11-17,Helped my nails,5.0,"My nails seem stronger (along with the other health benefits), and these gels are easy to swallow."
158,B009SZXM4E,2023-11-17,Pills glued together.,1.0,"Received the bottle of biotin with all pills in one big clump. I cannot separate them, even with a knife. Totally wasted my money!"
159,B009SZXM4E,2023-11-15,I THINK it’s working,4.0,I need more time to determine product’s efficacy
160,B009SZXM4E,2023-11-14,Good g,3.0,Good
161,B009SZXM4E,2023-11-13,Perfect condition,5.0,Did exactly what it was supposed to do
162,B009SZXM4E,2023-11-13,All 3 bottles capsules stuck together -strange color,1.0,"Something serious has happened to Natures Bounty 10000 mcg biotin. We have been using for years. This batch,every bottle, the capsules instead of being bright white are an off semi translucent tan color. This in itself is not a deal breaker. The capsules are fused together in the bottle. Literally fused. No amount of tapping the bottle will separate them."
163,B009SZXM4E,2023-11-12,Works great.,5.0,"If you want your beard or fingernails to grow faster, this works."
164,B009SZXM4E,2023-11-12,Hasn’t broken me out,5.0,"Unlike other products by other brands, this hasn’t broken me out. Yeeyyy!!! I don’t take it every day, I take it every other day and I am looking to grow up thinning edges… too early to tell if it’s helping with that."
165,B009SZXM4E,2023-11-11,Doesn’t work,1.0,Doesn’t work
166,B009SZXM4E,2023-11-11,Very good vitamin for healthy hair,4.0,Really does make your hair grow
167,B009SZXM4E,2023-11-08,Different colors,3.0,"Previous one were totally white, these are yellow"
168,B009SZXM4E,2023-11-08,Product arrived in bad shape,1.0,I've been taking these vitamins for several months now and I really like them. My hair and nails are growing. However I got this bottle little over 2 months ago and just had it in my pantry and today when I go to open the new bottle they look like this. They smell bad and are all stuck together plus are discolored.I can't even return them anymore because it's past the return date. Disappointed.
169,B009SZXM4E,2023-11-07,Biotin,5.0,This helps with hair and nails
170,B009SZXM4E,2023-11-06,I really believe in Biotin,5.0,Biotin helps the nails stay strong and with hair strength and growth. I found this Biotin product to be very easy to swallow and gives great results with my nails and hair.
171,B009SZXM4E,2023-11-06,Quality Declined,1.0,"Unfortunately the product quality has declined to the point of unusable. Used this product for many years. In my most recent purchase, the product is yellow instead of white and all of the softgels are stuck together. Gross. Opened after return date so that's not an option."
172,B009SZXM4E,2023-11-05,works great,5.0,"i’ve been taking it for a couple months now and I’ve been recording my hair process. My hair has grown at least 8 inches over the past four months and a half usually takes less than that but I stopped for a while but I started taking them again. They don’t taste funny and I have a hard time swallowing pills, but these are great because they’re kind of on the small side. There is also the gummy alternative, which is not too bad. Also, it’s good for a prize to help your hair grow."
